university,type_1,type_2,region,Latitude,Longitude,publishing_program,press,student_pop_size_2022_average,demogs_1_2022,demogs_2_2022,demogs_3_2022,student_pop_size_2012_average,demogs_1_2012,demogs_2_2012,demogs_3_2012,year,revenue
The College of New Jersey,Liberal Arts,Public,Mid-Atlantic,40.2805,-74.7779,1,0,68788,White,Hispanic/Latino,Asian,64968,White,Hispanic/Latino,Asian,2017,438144000
Appalachian State University,R2,,South,36.2146,-81.6805,1,0,184894,White,Hispanic/Latino,Two or More Races,157832,White,Hispanic/Latino,Black or African American,2017,480692526
Grand Valley State University,R2,,Midwest,42.9632,-85.8882,1,0,190120,White,Hispanic/Latino,Black or African American,218226,White,Black or African American,Hispanic/Latino,2017,915274376
Texas Southern University,HBCU,R2,South,29.7216,-95.3568,1,0,70764,Black or African American,Hispanic/Latino,Two or More Races,78012,Black or African American,Hispanic/Latino,Nonresident Alien,2017,528161160
Northern Arizona University,R2,HSI,West,35.1894,-111.6526,1,0,239962,White,Hispanic/Latino,Two or More Races,225614,White,Hispanic/Latino,Two or More Races,2017,962628056
University of Nebraska at Kearney,R3,,Midwest,40.7006,-99.081,1,0,47612,White,Hispanic/Latino,Nonresident Alien,59356,White,Nonresident Alien,Hispanic/Latino,2017,166285558
University of Michigan,R1,Public,Midwest,42.278,-83.738,1,1,48232,White,Black or African American,Hispanic/Latino,72580,White,Black or African American,Race/Ethnicity Unknown,2018,266548000
Howard University,HBCU,Private,Mid-Atlantic,38.922,-77.019,1,0,103148,Black or African American,Race/Ethnicity Unknown,Hispanic/Latino,77112,Black or African American,Nonresident Alien,Asian,2018,1501244000
Stanford University,R1,,West,37.427,-122.17,1,1,116808,White,Asian,Nonresident Alien,112674,White,Nonresident Alien,Asian,2018,70583256000
Morehouse College,HBCU,,South,33.747,-84.415,1,0,24310,Black or African American,Two or More Races,Nonresident Alien,22592,Black or African American,Nonresident Alien,Race/Ethnicity Unknown,2018,312280812
"University of California, Berkeley",R1,HSI,West,37.871,-122.258,1,1,362634,Asian,White,Hispanic/Latino,289892,Asian,White,Hispanic/Latino,2018,1937098000
Swarthmore College,Liberal Arts,,Mid-Atlantic,39.906,-75.355,1,0,15360,White,Asian,Hispanic/Latino,14684,White,Asian,Hispanic/Latino,2018,4417710000
New Mexico State University,R2,HSI,West,32.278,-106.747,1,0,6154,Hispanic/Latino,American Indian or Alaska Native,White,8798,Hispanic/Latino,American Indian or Alaska Native,White,2018,1216818
Florida A&M University,HBCU,,South,30.426,-84.284,1,0,361220,White,Hispanic/Latino,Black or African American,342306,White,Hispanic/Latino,Black or African American,2018,2035645978
Massachusetts Institute of Technology,R1,,Northeast,42.36,-71.094,1,1,73026,Asian,White,Nonresident Alien,69400,White,Nonresident Alien,Asian,2018,44166312000
Spelman College,HBCU,Women's College,South,33.746,-84.41,1,0,29850,Black or African American,White,Race/Ethnicity Unknown,20404,Black or African American,Race/Ethnicity Unknown,Two or More Races,2018,780923992
Amherst College,Liberal Arts,,Northeast,42.3709,-72.517,1,1,18046,White,Hispanic/Latino,Asian,17244,White,Hispanic/Latino,Asian,2018,5504719366
Navajo Technical University,TCU,,West,35.8932,-108.5087,1,0,11374,American Indian or Alaska Native,Hispanic/Latino,White,15980,American Indian or Alaska Native,Hispanic/Latino,White,2018,35965176
University of Texas Rio Grande Valley,R2,HSI,South,26.3077,-98.1747,1,0,273244,Hispanic/Latino,White,Nonresident Alien,170324,Hispanic/Latino,White,Nonresident Alien,2018,617367966
University of Southern California,R1,Private,West,34.0224,-118.2851,1,1,312358,White,Nonresident Alien,Asian,262398,White,Asian,Nonresident Alien,2018,12702472000
Fisk University,HBCU,,South,36.1659,-86.8055,1,0,9666,Black or African American,Nonresident Alien,Race/Ethnicity Unknown,5594,Black or African American,Race/Ethnicity Unknown,Nonresident Alien,2018,177811028
Harvard University,R1,,Northeast,42.377,-71.1167,1,1,169864,White,Nonresident Alien,Asian,158000,White,Nonresident Alien,Asian,2018,94388624000
Haskell Indian Nations University,TCU,,Midwest,38.9387,-95.2353,1,0,6860,American Indian or Alaska Native,Nonresident Alien,Hispanic/Latino,7960,American Indian or Alaska Native,Nonresident Alien,Hispanic/Latino,2018,500262
University of Georgia,R1,,South,33.948,-83.3773,1,1,333574,White,Asian,Hispanic/Latino,284964,White,Asian,Black or African American,2018,1825352920
University of Central Florida,R1,HSI,South,28.6024,-81.2001,1,0,609102,White,Hispanic/Latino,Black or African American,530734,White,Hispanic/Latino,Black or African American,2018,1814933782
Xavier University of Louisiana,HBCU,,South,29.9654,-90.107,1,1,28116,Black or African American,Hispanic/Latino,Two or More Races,26424,Black or African American,Asian,White,2018,327578336
Yale University,R1,,Northeast,41.3163,-72.9223,1,1,95842,White,Asian,Nonresident Alien,77312,White,Nonresident Alien,Asian,2018,74120116000
Colgate University,Liberal Arts,,Northeast,42.817,-75.5385,1,0,29696,White,Hispanic/Latino,Nonresident Alien,27174,White,Hispanic/Latino,Nonresident Alien,2018,1933853796
San Diego State University,R2,HSI,West,32.7757,-117.0711,1,1,328090,Hispanic/Latino,White,Asian,270058,White,Hispanic/Latino,Asian,2018,1329959968
Cornell University,R1,,Northeast,42.4534,-76.4735,1,1,190784,White,Asian,Nonresident Alien,164528,White,Asian,Nonresident Alien,2018,12516257832
University of Arizona,R1,HSI,West,32.2319,-110.9501,1,1,408892,White,Hispanic/Latino,Nonresident Alien,334088,White,Hispanic/Latino,Nonresident Alien,2018,2069734000
Tuskegee University,HBCU,,South,32.43,-85.7076,1,0,21814,Black or African American,Race/Ethnicity Unknown,Hispanic/Latino,26788,Black or African American,Race/Ethnicity Unknown,Nonresident Alien,2018,319744136
University of Washington,R1,,West,47.6553,-122.3035,1,1,34288,White,Hispanic/Latino,Black or African American,45004,White,Race/Ethnicity Unknown,Black or African American,2018,100048428
Institute of American Indian and Alaska Native Culture and Arts Development,TCU,,West,35.5863,-106.0218,1,0,6194,American Indian or Alaska Native,Hispanic/Latino,White,3246,American Indian or Alaska Native,White,Hispanic/Latino,2018,43980818
University of North Carolina at Chapel Hill,R1,,South,35.9049,-79.0469,1,1,237692,White,Asian,Hispanic/Latino,217960,White,Black or African American,Asian,2018,4212749234
Baylor University,R1,Private,South,31.5493,-97.1143,1,1,167206,White,Hispanic/Latino,Asian,132064,White,Hispanic/Latino,Black or African American,2018,2743998000
Sisseton Wahpeton College,TCU,,Midwest,45.6655,-97.0172,0,0,1758,American Indian or Alaska Native,White,Two or More Races,1684,American Indian or Alaska Native,White,Black or African American,2018,4526616
Texas A&M International University,R2,HSI,South,27.573,-99.4388,1,0,71200,Hispanic/Latino,Nonresident Alien,White,65366,Hispanic/Latino,Nonresident Alien,White,2018,142875034
Davidson College,Liberal Arts,,South,35.5006,-80.8453,1,0,18166,White,Nonresident Alien,Hispanic/Latino,16900,White,Black or African American,Hispanic/Latino,2018,1782105242
University of Florida,R1,,South,29.6516,-82.3248,1,0,411416,White,Hispanic/Latino,Asian,380716,White,Hispanic/Latino,Black or African American,2018,4555270000
Hampton University,HBCU,,Mid-Atlantic,37.0175,-76.3371,1,0,28486,Black or African American,Race/Ethnicity Unknown,White,40022,Black or African American,White,Nonresident Alien,2018,605874146
University of Vermont,R2,,Northeast,44.4759,-73.1965,1,1,119452,White,Hispanic/Latino,Two or More Races,110838,White,Race/Ethnicity Unknown,Hispanic/Latino,2018,1386244000
Reed College,Liberal Arts,,West,45.4805,-122.6305,1,0,14370,White,Hispanic/Latino,Two or More Races,13604,White,Race/Ethnicity Unknown,Hispanic/Latino,2018,1250193148
Princeton University,R1,,Mid-Atlantic,40.3431,-74.6551,1,1,65690,White,Asian,Nonresident Alien,60860,White,Asian,Nonresident Alien,2018,53854334000
Claremont McKenna College,Liberal Arts,,West,34.1019,-117.709,1,0,13216,White,Hispanic/Latino,Asian,12142,White,Race/Ethnicity Unknown,Nonresident Alien,2018,2646650000
"University of California, Merced",R2,HSI,West,37.3649,-120.4248,1,0,81684,Hispanic/Latino,Asian,White,52642,Hispanic/Latino,Asian,White,2018,169566000
University of Illinois at Urbana-Champaign,R1,,Midwest,40.102,-88.2272,1,1,418114,White,Asian,Nonresident Alien,353840,White,Nonresident Alien,Asian,2018,2961893552
North Carolina A&T State University,HBCU,R2,South,36.0735,-79.774,1,0,117676,Black or African American,Hispanic/Latino,Two or More Races,91196,Black or African American,White,Race/Ethnicity Unknown,2018,351223846
Oglala Lakota College,TCU,,Midwest,43.1896,-102.7459,1,0,11260,American Indian or Alaska Native,White,Two or More Races,15106,American Indian or Alaska Native,White,Hispanic/Latino,2018,149699872
University of New Mexico-Main Campus,R1,HSI,West,35.0845,-106.6198,1,1,173316,Hispanic/Latino,White,American Indian or Alaska Native,238874,Hispanic/Latino,White,American Indian or Alaska Native,2018,2712410020
Purdue University,R1,,Midwest,40.4237,-86.9212,1,1,108162,White,Nonresident Alien,Asian,97398,White,Asian,Nonresident Alien,2018,28093878000
University of Kansas,R1,,Midwest,38.9543,-95.2558,1,0,210556,White,Hispanic/Latino,Asian,214584,White,Nonresident Alien,Hispanic/Latino,2018,1627136096
Jackson State University,HBCU,R2,South,32.2968,-90.2078,1,0,54834,Black or African American,White,Nonresident Alien,73580,Black or African American,White,Two or More Races,2018,169388264
Middlebury College,Liberal Arts,,Northeast,44.007,-73.1765,1,0,26644,White,Nonresident Alien,Hispanic/Latino,23848,White,Nonresident Alien,Hispanic/Latino,2018,2526506000
"University of Maryland, College Park",R1,,Mid-Atlantic,38.9869,-76.9426,1,0,332104,White,Asian,Black or African American,297586,White,Asian,Black or African American,2018,2753229710
University of Mississippi,R1,,South,34.3659,-89.5383,1,0,183502,White,Black or African American,Hispanic/Latino,163714,White,Black or African American,Hispanic/Latino,2018,2264109840
Northwestern University,R1,Private,Midwest,42.0559,-87.6753,1,1,141902,White,Asian,Nonresident Alien,135282,White,Asian,Nonresident Alien,2018,22158848000
Georgia Institute of Technology,R1,,South,33.7756,-84.3963,1,0,50888,White,Nonresident Alien,Hispanic/Latino,37668,White,Nonresident Alien,Race/Ethnicity Unknown,2018,187253438
Sitting Bull College,TCU,,Midwest,46.0896,-101.3555,0,0,2300,American Indian or Alaska Native,White,Hispanic/Latino,2652,American Indian or Alaska Native,White,Hispanic/Latino,2018,10321556
Colorado State University,R1,HSI,West,40.5734,-105.0865,1,0,46738,White,Hispanic/Latino,Two or More Races,54612,White,Hispanic/Latino,Race/Ethnicity Unknown,2018,119561778
Brown University,R1,,Northeast,41.8268,-71.4025,1,0,85488,White,Asian,Nonresident Alien,69870,White,Nonresident Alien,Asian,2018,8737432000
College of Menominee Nation,TCU,,Midwest,44.8772,-88.6107,0,0,2498,American Indian or Alaska Native,White,Hispanic/Latino,6442,American Indian or Alaska Native,White,Black or African American,2018,8101452
University of Oklahoma-Norman Campus,R1,,South,35.2059,-97.4458,1,1,229798,White,Hispanic/Latino,Two or More Races,226774,White,Hispanic/Latino,Black or African American,2018,1265692000
Rollins College,Liberal Arts,,South,28.592,-81.348,1,0,26286,White,Hispanic/Latino,Nonresident Alien,27884,White,Hispanic/Latino,Black or African American,2018,740754000
Rice University,R1,Private,South,29.7174,-95.4018,1,0,59194,White,Asian,Nonresident Alien,47010,White,Asian,Nonresident Alien,2018,14157624000
University of North Texas,R2,HSI,South,33.21,-97.148,1,1,363958,White,Hispanic/Latino,Black or African American,326412,White,Hispanic/Latino,Black or African American,2018,1376087420
University of Virginia-Main Campus,R1,,Mid-Atlantic,38.0336,-78.508,1,1,199584,White,Asian,Nonresident Alien,179154,White,Asian,Nonresident Alien,2018,2939491484
University of Utah,R1,,West,40.7649,-111.8421,1,1,282174,White,Hispanic/Latino,Asian,268132,White,Hispanic/Latino,Nonresident Alien,2018,5320952000
The University of Tennessee-Knoxville,R1,,South,35.954,-83.9299,1,1,283226,White,Hispanic/Latino,Black or African American,235546,White,Black or African American,Nonresident Alien,2018,1181688156
Florida International University,R1,HSI,South,25.757,-80.3773,1,1,462072,Hispanic/Latino,Black or African American,White,395936,Hispanic/Latino,Black or African American,White,2018,1589899478
Loyola Marymount University,Private,,West,33.9701,-118.4175,1,1,80594,White,Hispanic/Latino,Nonresident Alien,71430,White,Hispanic/Latino,Asian,2018,1099338000
Fort Lewis College,R2,HSI,West,37.2753,-107.8794,1,0,30970,White,American Indian or Alaska Native,Hispanic/Latino,36464,White,American Indian or Alaska Native,Hispanic/Latino,2018,100523330
"University of California, Davis ",R1,HSI,West,38.5382,-121.7617,1,0,335030,Asian,Hispanic/Latino,White,272684,Asian,White,Hispanic/Latino,2018,1390068000
Leech Lake Tribal College,TCU,,Midwest,47.5097,-94.892,0,0,1534,American Indian or Alaska Native,Two or More Races,White,3116,American Indian or Alaska Native,White,Two or More Races,2018,11087702
Rutgers University-New Brunswick,R1,,Mid-Atlantic,40.5006,-74.4476,1,1,404036,White,Asian,Hispanic/Latino,337486,White,Asian,Hispanic/Latino,2018,3284300000
Drexel University,R1,Private,Mid-Atlantic,39.9566,-75.1899,1,0,167274,White,Asian,Nonresident Alien,189912,White,Asian,Nonresident Alien,2018,1737846000
University of Connecticut,R1,,Northeast,41.806,-72.253,1,0,212912,White,Hispanic/Latino,Asian,199440,White,Race/Ethnicity Unknown,Asian,2018,3188141352
University of Missouri-Columbia,R1,,Midwest,38.9404,-92.3277,1,0,255564,White,Black or African American,Hispanic/Latino,286090,White,Black or African American,Nonresident Alien,2018,3252428228
Grinnell College,Liberal Arts,,Midwest,41.7509,-92.7191,1,0,16516,White,Nonresident Alien,Hispanic/Latino,15600,White,Nonresident Alien,Hispanic/Latino,2018,4299990000
University of Denver,R2,Private,West,39.678,-104.9614,1,0,87906,White,Hispanic/Latino,Two or More Races,76522,White,Nonresident Alien,Hispanic/Latino,2018,1628448640
New York University,R1,Private,Northeast,40.7295,-73.9965,1,1,399554,Nonresident Alien,White,Asian,301100,White,Asian,Race/Ethnicity Unknown,2018,8502614000
Bowdoin College,Liberal Arts,,Northeast,43.906,-69.9634,1,0,18110,White,Hispanic/Latino,Asian,17374,White,Hispanic/Latino,Asian,2018,3888804000
Texas A&M University ,R1,HSI,South,30.6187,-96.3365,1,1,340480,Hispanic/Latino,White,Black or African American,304784,White,Hispanic/Latino,Black or African American,2018,1423248660
California Polytechnic State University-San Luis Obispo,R2,,West,35.3004,-120.6625,1,0,203736,White,Hispanic/Latino,Asian,173202,White,Hispanic/Latino,Asian,2018,767185938
University of Louisville,R1,,South,38.2152,-85.7606,1,0,169336,White,Black or African American,Hispanic/Latino,170410,White,Black or African American,Hispanic/Latino,2018,931016000
Columbia University in the City of New York,R1,Private,Northeast,40.8075,-73.9626,1,1,193852,Nonresident Alien,White,Asian,149848,White,Nonresident Alien,Asian,2018,25458208000
Bard College,Liberal Arts,,Northeast,42.0184,-73.9102,1,0,23220,White,Nonresident Alien,Hispanic/Latino,20176,White,Race/Ethnicity Unknown,Nonresident Alien,2018,272629658
Simmons University,Women's College,,Northeast,42.339,-71.1003,1,0,32770,White,Race/Ethnicity Unknown,Hispanic/Latino,29194,White,Race/Ethnicity Unknown,Black or African American,2018,393488724
University of Kentucky,R1,,South,38.0376,-84.5037,1,1,247996,White,Black or African American,Hispanic/Latino,226240,White,Black or African American,Nonresident Alien,2018,2762250932
"California State University, Northridge",R2,HSI,West,34.2381,-118.5287,1,0,333146,Hispanic/Latino,White,Asian,324190,Hispanic/Latino,White,Asian,2018,885487926
DePauw University,Liberal Arts,,Midwest,39.64,-86.8622,1,0,16370,White,Nonresident Alien,Hispanic/Latino,22056,White,Nonresident Alien,Black or African American,2018,1342695254
Sweet Briar College,Women's College,,South,37.5654,-79.0794,1,0,4250,White,Nonresident Alien,Black or African American,6314,White,Black or African American,Hispanic/Latino,2018,140412974
Illinois State University,R2,,Midwest,40.5095,-88.9946,1,0,182952,White,Hispanic/Latino,Black or African American,185878,White,Hispanic/Latino,Black or African American,2018,729671134
